,TI,EN,TI_tokenized,EN_tokenized
32,ኰነ ድማ፡ በተን መዓልትታት እቲኤን ሙሴ ምስ ዐበየ፡ ናብ እሕዋቱ ወጺኡ፡ ነቲ ብርቱዕ ጻዕሮም ረኣየ። ግብጻዊ ሰብኣይ ድማ ንእብራዊ ሰብኣይ፡ ካብቶም ኣሕዋቱ፡ ኪወቕዖ ረኣየ።,"It happened in those days, when Moses had grown up, that he went out to his brothers, and looked at their burdens. He saw an Egyptian striking a Hebrew, one of his brothers.","['ኰነ', 'ድማ', 'በተን', 'መዓልትታት', 'እቲኤን', 'ሙሴ', 'ምስ', 'ዐበየ', 'ናብ', 'እሕዋቱ', 'ወጺኡ', 'ነቲ', 'ብርቱዕ', 'ጻዕሮም', 'ረኣየ', 'ግብጻዊ', 'ሰብኣይ', 'ድማ', 'ንእብራዊ', 'ሰብኣይ', 'ካብቶም', 'ኣሕዋቱ', 'ኪወቕዖ', 'ረኣየ']","['it', 'happened', 'in', 'those', 'days', 'when', 'moses', 'had', 'grown', 'up', 'that', 'he', 'went', 'out', 'to', 'his', 'brothers', 'and', 'looked', 'at', 'their', 'burdens', 'he', 'saw', 'an', 'egyptian', 'striking', 'a', 'hebrew', 'one', 'of', 'his', 'brothers']"
33,ናብዝን ናብትን ግልጽ ግልጽ ኢሉ፡ ሰብ ከም ዜልቦ ምስ ረኣየ፡ ነቲ ግብጻዊ ቐቲሉ፡ ኣብ ሑጻ ሐብኦ።,"He looked this way and that way, and when he saw that there was no one, he killed the Egyptian, and hid him in the sand.","['ናብዝን', 'ናብትን', 'ግልጽ', 'ግልጽ', 'ኢሉ', 'ሰብ', 'ከም', 'ዜልቦ', 'ምስ', 'ረኣየ', 'ነቲ', 'ግብጻዊ', 'ቐቲሉ', 'ኣብ', 'ሑጻ', 'ሐብኦ']","['he', 'looked', 'this', 'way', 'and', 'that', 'way', 'and', 'when', 'he', 'saw', 'that', 'there', 'was', 'no', 'one', 'he', 'killed', 'the', 'egyptian', 'and', 'hid', 'him', 'in', 'the', 'sand']"
34,በታ ኻልኣይቲ መዓልቲ ድማ ወጸ፡ እንሆ፡ ክልተ እብራውያን ሰብኡት ኪበኣሱ ረኣየ። ነቲ ዝዐመጸ፡ ከመይ ንብጻይካ እትወቕዖ፧ በሎ።,"He went out the second day, and behold, two men of the Hebrews were fighting with each other. He said to him who did the wrong, ""Why do you strike your fellow?""","['በታ', 'ኻልኣይቲ', 'መዓልቲ', 'ድማ', 'ወጸ', 'እንሆ', 'ክልተ', 'እብራውያን', 'ሰብኡት', 'ኪበኣሱ', 'ረኣየ', 'ነቲ', 'ዝዐመጸ', 'ከመይ', 'ንብጻይካ', 'እትወቕዖ', 'በሎ']","['he', 'went', 'out', 'the', 'second', 'day', 'and', 'behold', 'two', 'men', 'of', 'the', 'hebrews', 'were', 'fighting', 'with', 'each', 'other', 'he', 'said', 'to', 'him', 'who', 'did', 'the', 'wrong', '""why', 'do', 'you', 'strike', 'your', 'fellow?""']"
35,ንሱ ድማ፡ መን መስፍንን ፈራድን ገይሩ ኣብ ልዕሌና ሸመካ፧ ንስኻ ነቲ ግብጻዊ ኸም ዝቐተልካዮ ኽትቀትለኒዶ ትደሊ ኣሎኻ፧ በለ። ሽዑ ሙሴ ፈርሄ፡ እዚ ነገርዚ ብርግጽ ተፈሊጡ እዩ፡ ድማ በለ።,"He said, ""Who made you a prince and a judge over us? Do you plan to kill me, as you killed the Egyptian?"" Moses was afraid, and said, ""Surely this thing is known.""","['ንሱ', 'ድማ', 'መን', 'መስፍንን', 'ፈራድን', 'ገይሩ', 'ኣብ', 'ልዕሌና', 'ሸመካ', 'ንስኻ', 'ነቲ', 'ግብጻዊ', 'ኸም', 'ዝቐተልካዮ', 'ኽትቀትለኒዶ', 'ትደሊ', 'ኣሎኻ', 'በለ', 'ሽዑ', 'ሙሴ', 'ፈርሄ', 'እዚ', 'ነገርዚ', 'ብርግጽ', 'ተፈሊጡ', 'እዩ', 'ድማ', 'በለ']","['he', 'said', '""who', 'made', 'you', 'a', 'prince', 'and', 'a', 'judge', 'over', 'us', 'do', 'you', 'plan', 'to', 'kill', 'me', 'as', 'you', 'killed', 'the', 'egyptian?""', 'moses', 'was', 'afraid', 'and', 'said', '""surely', 'this', 'thing', 'is', 'known.""']"
36,ፈርኦን ከኣ እዚ ነገርዚ ሰሚዑ ንሙሴ ኪቐትሎ ደለየ። ሙሴ ግና ካብ ቅድሚ ፈርኦን ሀደመ፡ ኣብ ምድሪ ሚድያን ድማ ተቐመጠ፡ ኣብ ጥቓ ዔላ ኸኣ ኮፍ በለ።,"Now when Pharaoh heard this thing, he sought to kill Moses. But Moses fled from the face of Pharaoh, and lived in the land of Midian, and he sat down by a well.","['ፈርኦን', 'ከኣ', 'እዚ', 'ነገርዚ', 'ሰሚዑ', 'ንሙሴ', 'ኪቐትሎ', 'ደለየ', 'ሙሴ', 'ግና', 'ካብ', 'ቅድሚ', 'ፈርኦን', 'ሀደመ', 'ኣብ', 'ምድሪ', 'ሚድያን', 'ድማ', 'ተቐመጠ', 'ኣብ', 'ጥቓ', 'ዔላ', 'ኸኣ', 'ኮፍ', 'በለ']","['now', 'when', 'pharaoh', 'heard', 'this', 'thing', 'he', 'sought', 'to', 'kill', 'moses', 'but', 'moses', 'fled', 'from', 'the', 'face', 'of', 'pharaoh', 'and', 'lived', 'in', 'the', 'land', 'of', 'midian', 'and', 'he', 'sat', 'down', 'by', 'a', 'well']"
37,ካህን ሚድያን ድማ ሾብዓተ ኣዋልድ ነበራኦ። ንሳተን መጺኤን ነባጊዕ ኣቦኤን ኬስትያ፡ ማይ ቀዲሔን ነቲ ጋብላታት መልኣኦ።,"Now the priest of Midian had seven daughters. They came and drew water, and filled the troughs to water their father''s flock.","['ካህን', 'ሚድያን', 'ድማ', 'ሾብዓተ', 'ኣዋልድ', 'ነበራኦ', 'ንሳተን', 'መጺኤን', 'ነባጊዕ', 'ኣቦኤን', 'ኬስትያ', 'ማይ', 'ቀዲሔን', 'ነቲ', 'ጋብላታት', 'መልኣኦ']","['now', 'the', 'priest', 'of', 'midian', 'had', 'seven', 'daughters', 'they', 'came', 'and', 'drew', 'water', 'and', 'filled', 'the', 'troughs', 'to', 'water', 'their', ""father''s"", 'flock']"
38,ጓሶት ድማ መጺኦም ሰጐጕወን፡ ሙሴ ግና ተንሲኡ ረድኤን፡ ኣባጊዔን ድማ ኣስተየ።,"The shepherds came and drove them away; but Moses stood up and helped them, and watered their flock.","['ጓሶት', 'ድማ', 'መጺኦም', 'ሰጐጕወን', 'ሙሴ', 'ግና', 'ተንሲኡ', 'ረድኤን', 'ኣባጊዔን', 'ድማ', 'ኣስተየ']","['the', 'shepherds', 'came', 'and', 'drove', 'them', 'away', 'but', 'moses', 'stood', 'up', 'and', 'helped', 'them', 'and', 'watered', 'their', 'flock']"
39,ናብ ኣቦኤን ራጉኤል ምስ መጻ ኸኣ፡ ንሱ፤ ሎሚ ኸመይ ኢልክን ቀልጢፍክን መጺእክን፧ በለን።,"When they came to Reuel, their father, he said, ""How is it that you have returned so early today?""","['ናብ', 'ኣቦኤን', 'ራጉኤል', 'ምስ', 'መጻ', 'ኸኣ', 'ንሱ', 'ሎሚ', 'ኸመይ', 'ኢልክን', 'ቀልጢፍክን', 'መጺእክን', 'በለን']","['when', 'they', 'came', 'to', 'reuel', 'their', 'father', 'he', 'said', '""how', 'is', 'it', 'that', 'you', 'have', 'returned', 'so', 'early', 'today?""']"
40,ንሳተን ድማ፡ ሓደ ግብጻዊ ሰብኣይ ካብ ኢድ እቶም ጓሶት ኣድሐነና፡ ማይ ቀዲሑ ኸኣ ነባጊዕና ኣስተየልና፡ በላኦ።,"They said, ""An Egyptian delivered us out of the hand of the shepherds, and moreover he drew water for us, and watered the flock.""","['ንሳተን', 'ድማ', 'ሓደ', 'ግብጻዊ', 'ሰብኣይ', 'ካብ', 'ኢድ', 'እቶም', 'ጓሶት', 'ኣድሐነና', 'ማይ', 'ቀዲሑ', 'ኸኣ', 'ነባጊዕና', 'ኣስተየልና', 'በላኦ']","['they', 'said', '""an', 'egyptian', 'delivered', 'us', 'out', 'of', 'the', 'hand', 'of', 'the', 'shepherds', 'and', 'moreover', 'he', 'drew', 'water', 'for', 'us', 'and', 'watered', 'the', 'flock.""']"
41,ነዋልዱ ድማ፡ ኣበይ ደኣ ኣሎ፧ ስለምንታይከ ነቲ ሰብቲ ሐደግኽንኦ፧ እንጌራ ኺበልዕ ጸውዓኦ፡ በለን።,"He said to his daughters, ""Where is he? Why is it that you have left the man? Call him, that he may eat bread.""","['ነዋልዱ', 'ድማ', 'ኣበይ', 'ደኣ', 'ኣሎ', 'ስለምንታይከ', 'ነቲ', 'ሰብቲ', 'ሐደግኽንኦ', 'እንጌራ', 'ኺበልዕ', 'ጸውዓኦ', 'በለን']","['he', 'said', 'to', 'his', 'daughters', '""where', 'is', 'he', 'why', 'is', 'it', 'that', 'you', 'have', 'left', 'the', 'man', 'call', 'him', 'that', 'he', 'may', 'eat', 'bread.""']"
42,ሙሴ ድማ ምስቲ ሰብኣይ ኪነብር ፈተወ። ንሱ ኸኣ ጺጶራ ጓሉ ንሙሴ ሀቦ።,"Moses was content to dwell with the man. He gave Moses Zipporah, his daughter.","['ሙሴ', 'ድማ', 'ምስቲ', 'ሰብኣይ', 'ኪነብር', 'ፈተወ', 'ንሱ', 'ኸኣ', 'ጺጶራ', 'ጓሉ', 'ንሙሴ', 'ሀቦ']","['moses', 'was', 'content', 'to', 'dwell', 'with', 'the', 'man', 'he', 'gave', 'moses', 'zipporah', 'his', 'daughter']"
43,ወዲ ድማ ወለደት እሞ፡ ኣነ ኣብ ምድሪ ጓና ስደተኛ እየ፡ ኢሉ ስሙ ጌርሾም ኣውጽኣሉ።,"She bore a son, and he named him Gershom, for he said, ""I have lived as a foreigner in a foreign land.""","['ወዲ', 'ድማ', 'ወለደት', 'እሞ', 'ኣነ', 'ኣብ', 'ምድሪ', 'ጓና', 'ስደተኛ', 'እየ', 'ኢሉ', 'ስሙ', 'ጌርሾም', 'ኣውጽኣሉ']","['she', 'bore', 'a', 'son', 'and', 'he', 'named', 'him', 'gershom', 'for', 'he', 'said', '""i', 'have', 'lived', 'as', 'a', 'foreigner', 'in', 'a', 'foreign', 'land.""']"
44,ኰነ ድማ፡ ድሕሪ ብዙሕ መዓልቲ ንጉስ ግብጺ ሞተ። ደቂ እስራኤል ከኣ ካብ ባርነቶም እተላዕለ እህህ በሉ፡ ጨርሑ ድማ። እቲ ኣውያቶም ብዛዕባ ባርነቶም ከኣ ናብ ኣምላኽ ደየበ።,"It happened in the course of those many days, that the king of Egypt died, and the children of Israel sighed because of the bondage, and they cried, and their cry came up to God because of the bondage.","['ኰነ', 'ድማ', 'ድሕሪ', 'ብዙሕ', 'መዓልቲ', 'ንጉስ', 'ግብጺ', 'ሞተ', 'ደቂ', 'እስራኤል', 'ከኣ', 'ካብ', 'ባርነቶም', 'እተላዕለ', 'እህህ', 'በሉ', 'ጨርሑ', 'ድማ', 'እቲ', 'ኣውያቶም', 'ብዛዕባ', 'ባርነቶም', 'ከኣ', 'ናብ', 'ኣምላኽ', 'ደየበ']","['it', 'happened', 'in', 'the', 'course', 'of', 'those', 'many', 'days', 'that', 'the', 'king', 'of', 'egypt', 'died', 'and', 'the', 'children', 'of', 'israel', 'sighed', 'because', 'of', 'the', 'bondage', 'and', 'they', 'cried', 'and', 'their', 'cry', 'came', 'up', 'to', 'god', 'because', 'of', 'the', 'bondage']"
45,ኣምላኽ ድማ ቍዝማኦም ሰምዔ፡ ኣምላኽ ከኣ ነቲ ምስ ኣብርሃምን ምስ ይስሃቅን ምስ ያእቆብን ዝኣተዎ ኺዳን ዘከረ።,"God heard their groaning, and God remembered his covenant with Abraham, with Isaac, and with Jacob.","['ኣምላኽ', 'ድማ', 'ቍዝማኦም', 'ሰምዔ', 'ኣምላኽ', 'ከኣ', 'ነቲ', 'ምስ', 'ኣብርሃምን', 'ምስ', 'ይስሃቅን', 'ምስ', 'ያእቆብን', 'ዝኣተዎ', 'ኺዳን', 'ዘከረ']","['god', 'heard', 'their', 'groaning', 'and', 'god', 'remembered', 'his', 'covenant', 'with', 'abraham', 'with', 'isaac', 'and', 'with', 'jacob']"
46,ኣምላኽ ድማ ናብ ደቂ እስራኤል ረኣየ፡ ኣምላኽ ከኣ ህልዋቶም ፈለጠ።,"God saw the children of Israel, and God was concerned about them.","['ኣምላኽ', 'ድማ', 'ናብ', 'ደቂ', 'እስራኤል', 'ረኣየ', 'ኣምላኽ', 'ከኣ', 'ህልዋቶም', 'ፈለጠ']","['god', 'saw', 'the', 'children', 'of', 'israel', 'and', 'god', 'was', 'concerned', 'about', 'them']"
47,ሙሴ ድማ ኣባጊዕ የትሮ ሓሙኡ፡ ካህን ሚድያን፡ ይጓሲ ነበረ። ነተን ኣባጊዕ እናኸብከበን ናብ ክንየው በረኻ፡ ናብ ሆሬብ ከረን ኣምላኽ፡ መጸ።,"Now Moses was keeping the flock of Jethro, his father-in-law, the priest of Midian, and he led the flock to the back of the wilderness, and came to God''s mountain, to Horeb.","['ሙሴ', 'ድማ', 'ኣባጊዕ', 'የትሮ', 'ሓሙኡ', 'ካህን', 'ሚድያን', 'ይጓሲ', 'ነበረ', 'ነተን', 'ኣባጊዕ', 'እናኸብከበን', 'ናብ', 'ክንየው', 'በረኻ', 'ናብ', 'ሆሬብ', 'ከረን', 'ኣምላኽ', 'መጸ']","['now', 'moses', 'was', 'keeping', 'the', 'flock', 'of', 'jethro', 'his', 'father-in-law', 'the', 'priest', 'of', 'midian', 'and', 'he', 'led', 'the', 'flock', 'to', 'the', 'back', 'of', 'the', 'wilderness', 'and', 'came', 'to', ""god''s"", 'mountain', 'to', 'horeb']"
48,መልኣኽ እግዚኣብሄር ከኣ ካብ ማእከል ኣሻዅ ቈጥቋጥ ብሃልሃልታ ሓዊ ተራእዮ። እንተ ጠመተ ድማ እንሃ፡ እታ ቘጥቋጥ ብሓዊ ትነድድ ነበረት፡ እታ ቘጥቋጥ ግና ኣይተበልዔትን።,"The angel of Yahweh appeared to him in a flame of fire out of the midst of a bush. He looked, and behold, the bush burned with fire, and the bush was not consumed.","['መልኣኽ', 'እግዚኣብሄር', 'ከኣ', 'ካብ', 'ማእከል', 'ኣሻዅ', 'ቈጥቋጥ', 'ብሃልሃልታ', 'ሓዊ', 'ተራእዮ', 'እንተ', 'ጠመተ', 'ድማ', 'እንሃ', 'እታ', 'ቘጥቋጥ', 'ብሓዊ', 'ትነድድ', 'ነበረት', 'እታ', 'ቘጥቋጥ', 'ግና', 'ኣይተበልዔትን']","['the', 'angel', 'of', 'yahweh', 'appeared', 'to', 'him', 'in', 'a', 'flame', 'of', 'fire', 'out', 'of', 'the', 'midst', 'of', 'a', 'bush', 'he', 'looked', 'and', 'behold', 'the', 'bush', 'burned', 'with', 'fire', 'and', 'the', 'bush', 'was', 'not', 'consumed']"
49,ሙሴ ኸኣ፡ እዚ ዓብዩ ትርኢት እዚ፡ እዛ ቘጥቋጥ ከመይ ኢላ ሞዅ ከም ዘይትብል ደኣ ኸይደ ኽርኢ፡ በለ።,"Moses said, ""I will turn aside now, and see this great sight, why the bush is not burnt.""","['ሙሴ', 'ኸኣ', 'እዚ', 'ዓብዩ', 'ትርኢት', 'እዚ', 'እዛ', 'ቘጥቋጥ', 'ከመይ', 'ኢላ', 'ሞዅ', 'ከም', 'ዘይትብል', 'ደኣ', 'ኸይደ', 'ኽርኢ', 'በለ']","['moses', 'said', '""i', 'will', 'turn', 'aside', 'now', 'and', 'see', 'this', 'great', 'sight', 'why', 'the', 'bush', 'is', 'not', 'burnt.""']"
50,እግዚኣብሄር ድማ ኪርኢ ኸም ዝቐረበ ምስ ረኣየ፡ ኣምላኽ ካብ ማእከል እታ ቘጥቋጥ፡ ሙሴ፡ ሙሴ፡ ኢሉ ጸውዖ። ንሱ ድማ፤ እኔኹ፡ በለ።,"When Yahweh saw that he turned aside to see, God called to him out of the midst of the bush, and said, ""Moses! Moses!"" He said, ""Here I am.""","['እግዚኣብሄር', 'ድማ', 'ኪርኢ', 'ኸም', 'ዝቐረበ', 'ምስ', 'ረኣየ', 'ኣምላኽ', 'ካብ', 'ማእከል', 'እታ', 'ቘጥቋጥ', 'ሙሴ', 'ሙሴ', 'ኢሉ', 'ጸውዖ', 'ንሱ', 'ድማ', 'እኔኹ', 'በለ']","['when', 'yahweh', 'saw', 'that', 'he', 'turned', 'aside', 'to', 'see', 'god', 'called', 'to', 'him', 'out', 'of', 'the', 'midst', 'of', 'the', 'bush', 'and', 'said', '""moses', 'moses!""', 'he', 'said', '""here', 'i', 'am.""']"
51,ሽዑ ኸኣ፡ ናብዚ ኣይትቕረብ። እዛ ደው ኢልካላ ዘሎኻ ቦታ ቅድስቲ ምድሪ እያ እሞ፡ ኣሳእንካ ኻብ ኣእጋርካ ኣውጽእ፡ በለ።,"He said, ""Don''t come close. Take your sandals off of your feet, for the place you are standing on is holy ground.""","['ሽዑ', 'ኸኣ', 'ናብዚ', 'ኣይትቕረብ', 'እዛ', 'ደው', 'ኢልካላ', 'ዘሎኻ', 'ቦታ', 'ቅድስቲ', 'ምድሪ', 'እያ', 'እሞ', 'ኣሳእንካ', 'ኻብ', 'ኣእጋርካ', 'ኣውጽእ', 'በለ']","['he', 'said', '""don\'\'t', 'come', 'close', 'take', 'your', 'sandals', 'off', 'of', 'your', 'feet', 'for', 'the', 'place', 'you', 'are', 'standing', 'on', 'is', 'holy', 'ground.""']"
52,ድማ፡ ኣነ ኣምላኽ ኣቦኻ፡ ኣምላኽ ኣብርሃም፡ ኣምላኽ ይስሃቅ፡ ኣምላኽ ያእቆብ ከኣ እየ፡ በለ። ሙሴ ድማ ንኣምላኽ ከይጥምት ፈርሄ እሞ፡ ገጹ ኸደነ።,"Moreover he said, ""I am the God of your father, the God of Abraham, the God of Isaac, and the God of Jacob."" Moses hid his face; for he was afraid to look at God.","['ድማ', 'ኣነ', 'ኣምላኽ', 'ኣቦኻ', 'ኣምላኽ', 'ኣብርሃም', 'ኣምላኽ', 'ይስሃቅ', 'ኣምላኽ', 'ያእቆብ', 'ከኣ', 'እየ', 'በለ', 'ሙሴ', 'ድማ', 'ንኣምላኽ', 'ከይጥምት', 'ፈርሄ', 'እሞ', 'ገጹ', 'ኸደነ']","['moreover', 'he', 'said', '""i', 'am', 'the', 'god', 'of', 'your', 'father', 'the', 'god', 'of', 'abraham', 'the', 'god', 'of', 'isaac', 'and', 'the', 'god', 'of', 'jacob.""', 'moses', 'hid', 'his', 'face', 'for', 'he', 'was', 'afraid', 'to', 'look', 'at', 'god']"
53,እግዚኣብሄር ድማ፡ ጸበባ እቲ ኣብ ግብጺ ዘሎ ህዝበይ ፈሊጠ እየ እሞ፡ ስቓዮም ኣጸቢቐ ርኤኹ፡ እቲ ብሰሪ መጨነቕቶም ዜእውይዎ ኸኣ ሰሚዔ ኣሎኹ።,"Yahweh said, ""I have surely seen the affliction of my people who are in Egypt, and have heard their cry because of their taskmasters, for I know their sorrows.","['እግዚኣብሄር', 'ድማ', 'ጸበባ', 'እቲ', 'ኣብ', 'ግብጺ', 'ዘሎ', 'ህዝበይ', 'ፈሊጠ', 'እየ', 'እሞ', 'ስቓዮም', 'ኣጸቢቐ', 'ርኤኹ', 'እቲ', 'ብሰሪ', 'መጨነቕቶም', 'ዜእውይዎ', 'ኸኣ', 'ሰሚዔ', 'ኣሎኹ']","['yahweh', 'said', '""i', 'have', 'surely', 'seen', 'the', 'affliction', 'of', 'my', 'people', 'who', 'are', 'in', 'egypt', 'and', 'have', 'heard', 'their', 'cry', 'because', 'of', 'their', 'taskmasters', 'for', 'i', 'know', 'their', 'sorrows']"
54,ስለዚ ኻብ ኢድ ግብጻውያን ከድሕኖም ወሪደ ኣሎኹ፡ ካብታ ምድሪ እቲኣ ናብታ ጽብቕትን ርሕብትን ጸባን መዓርን እተውሕዝ ምድሪ፡ ናብታ ቦታ ኸነኣናውያንን ሄታውያንን ኣሞራውያንን ፈረዛውያንን ሃዋውያንን ይቡሳውያንን ከድይቦም እየ።,"I have come down to deliver them out of the hand of the Egyptians, and to bring them up out of that land to a good and large land, to a land flowing with milk and honey; to the place of the Canaanite, the Hittite, the Amorite, the Perizzite, the Hivite, and the Jebusite.","['ስለዚ', 'ኻብ', 'ኢድ', 'ግብጻውያን', 'ከድሕኖም', 'ወሪደ', 'ኣሎኹ', 'ካብታ', 'ምድሪ', 'እቲኣ', 'ናብታ', 'ጽብቕትን', 'ርሕብትን', 'ጸባን', 'መዓርን', 'እተውሕዝ', 'ምድሪ', 'ናብታ', 'ቦታ', 'ኸነኣናውያንን', 'ሄታውያንን', 'ኣሞራውያንን', 'ፈረዛውያንን', 'ሃዋውያንን', 'ይቡሳውያንን', 'ከድይቦም', 'እየ']","['i', 'have', 'come', 'down', 'to', 'deliver', 'them', 'out', 'of', 'the', 'hand', 'of', 'the', 'egyptians', 'and', 'to', 'bring', 'them', 'up', 'out', 'of', 'that', 'land', 'to', 'a', 'good', 'and', 'large', 'land', 'to', 'a', 'land', 'flowing', 'with', 'milk', 'and', 'honey', 'to', 'the', 'place', 'of', 'the', 'canaanite', 'the', 'hittite', 'the', 'amorite', 'the', 'perizzite', 'the', 'hivite', 'and', 'the', 'jebusite']"
55,ሕጂ ድማ እንሆ፡ ኣውያት ደቂ እስራኤል ናባይ መጸ፡ እቲ ግብጻውያን ዘጥቅዕዎም ጥቕዓት ርኤኹ።,"Now, behold, the cry of the children of Israel has come to me. Moreover I have seen the oppression with which the Egyptians oppress them.","['ሕጂ', 'ድማ', 'እንሆ', 'ኣውያት', 'ደቂ', 'እስራኤል', 'ናባይ', 'መጸ', 'እቲ', 'ግብጻውያን', 'ዘጥቅዕዎም', 'ጥቕዓት', 'ርኤኹ']","['now', 'behold', 'the', 'cry', 'of', 'the', 'children', 'of', 'israel', 'has', 'come', 'to', 'me', 'moreover', 'i', 'have', 'seen', 'the', 'oppression', 'with', 'which', 'the', 'egyptians', 'oppress', 'them']"
56,እምበኣር ሕጂ ንዓ፡ ንህዝበይ ደቂ እስራኤል ካብ ግብጺ ኸተውጽኦም፡ ናብ ፈርኦን ክልእከካ እየ፡ በለ።,"Come now therefore, and I will send you to Pharaoh, that you may bring forth my people, the children of Israel, out of Egypt.""","['እምበኣር', 'ሕጂ', 'ንዓ', 'ንህዝበይ', 'ደቂ', 'እስራኤል', 'ካብ', 'ግብጺ', 'ኸተውጽኦም', 'ናብ', 'ፈርኦን', 'ክልእከካ', 'እየ', 'በለ']","['come', 'now', 'therefore', 'and', 'i', 'will', 'send', 'you', 'to', 'pharaoh', 'that', 'you', 'may', 'bring', 'forth', 'my', 'people', 'the', 'children', 'of', 'israel', 'out', 'of', 'egypt.""']"
57,ሙሴ ድማ ንኣምላኽ፡ ናብ ፈርኦን ዝኸይድን ንደቂ እስራኤል ካብ ግብጺ ዘውጽእንከ፡ ኣነ መን እየ፧ በሎ።,"Moses said to God, ""Who am I, that I should go to Pharaoh, and that I should bring forth the children of Israel out of Egypt?""","['ሙሴ', 'ድማ', 'ንኣምላኽ', 'ናብ', 'ፈርኦን', 'ዝኸይድን', 'ንደቂ', 'እስራኤል', 'ካብ', 'ግብጺ', 'ዘውጽእንከ', 'ኣነ', 'መን', 'እየ', 'በሎ']","['moses', 'said', 'to', 'god', '""who', 'am', 'i', 'that', 'i', 'should', 'go', 'to', 'pharaoh', 'and', 'that', 'i', 'should', 'bring', 'forth', 'the', 'children', 'of', 'israel', 'out', 'of', 'egypt?""']"
58,ኣምላኽ ከኣ፡ ኣነ ምሳኻ ክኸውን እየ እሞ፡ ኣነ ኸም ዝለኣኽኩኻ ድማ፡ እዚኣ ትእምርቲ ትኩንካ፡ ነቲ ህዝቢ ኻብ ግብጺ ምስ ኣውጻእካዮ፡ ኣብዚ ኸረን እዚ ንኣምላኽ ከተገልግሉ ኢኹም፡ በለ።,"He said, ""Certainly I will be with you. This will be the token to you, that I have sent you: when you have brought forth the people out of Egypt, you shall serve God on this mountain.""","['ኣምላኽ', 'ከኣ', 'ኣነ', 'ምሳኻ', 'ክኸውን', 'እየ', 'እሞ', 'ኣነ', 'ኸም', 'ዝለኣኽኩኻ', 'ድማ', 'እዚኣ', 'ትእምርቲ', 'ትኩንካ', 'ነቲ', 'ህዝቢ', 'ኻብ', 'ግብጺ', 'ምስ', 'ኣውጻእካዮ', 'ኣብዚ', 'ኸረን', 'እዚ', 'ንኣምላኽ', 'ከተገልግሉ', 'ኢኹም', 'በለ']","['he', 'said', '""certainly', 'i', 'will', 'be', 'with', 'you', 'this', 'will', 'be', 'the', 'token', 'to', 'you', 'that', 'i', 'have', 'sent', 'you', 'when', 'you', 'have', 'brought', 'forth', 'the', 'people', 'out', 'of', 'egypt', 'you', 'shall', 'serve', 'god', 'on', 'this', 'mountain.""']"
59,ሙሴ ድማ ንኣምላኽ፡ እንሆ፡ ናብ ደቂ እስራኤል መጺኤ፡ ኣምላኽ ኣቦታትኩም ናባኻትኩም ልኢኹኒ ምስ በልክዎም፡ ስሙ መን እዩ እንተ በሉንስ፡ እንታይ ክብሎም እየ፧ በሎ።,"Moses said to God, ""Behold, when I come to the children of Israel, and tell them, ''The God of your fathers has sent me to you;'' and they ask me, ''What is his name?'' What should I tell them?""","['ሙሴ', 'ድማ', 'ንኣምላኽ', 'እንሆ', 'ናብ', 'ደቂ', 'እስራኤል', 'መጺኤ', 'ኣምላኽ', 'ኣቦታትኩም', 'ናባኻትኩም', 'ልኢኹኒ', 'ምስ', 'በልክዎም', 'ስሙ', 'መን', 'እዩ', 'እንተ', 'በሉንስ', 'እንታይ', 'ክብሎም', 'እየ', 'በሎ']","['moses', 'said', 'to', 'god', '""behold', 'when', 'i', 'come', 'to', 'the', 'children', 'of', 'israel', 'and', 'tell', 'them', ""''the"", 'god', 'of', 'your', 'fathers', 'has', 'sent', 'me', 'to', ""you;''"", 'and', 'they', 'ask', 'me', ""''what"", 'is', 'his', ""name?''"", 'what', 'should', 'i', 'tell', 'them?""']"
60,ኣምላኽ፡ ከኣ ንሙሴ፡ እቲ ዘሎኹ እየ ዘሎኹ፡ በሎ። በለ ድማ፡ ንደቂ እስራኤል፡ እቲ ኣሎኹ ናባኻትኩም ለኣኸኒ፡ በሎም።,"God said to Moses, ""I AM WHO I AM,"" and he said, ""You shall tell the children of Israel this: ''I AM has sent me to you.''""","['ኣምላኽ', 'ከኣ', 'ንሙሴ', 'እቲ', 'ዘሎኹ', 'እየ', 'ዘሎኹ', 'በሎ', 'በለ', 'ድማ', 'ንደቂ', 'እስራኤል', 'እቲ', 'ኣሎኹ', 'ናባኻትኩም', 'ለኣኸኒ', 'በሎም']","['god', 'said', 'to', 'moses', '""i', 'am', 'who', 'i', 'am,""', 'and', 'he', 'said', '""you', 'shall', 'tell', 'the', 'children', 'of', 'israel', 'this', ""''i"", 'am', 'has', 'sent', 'me', 'to', 'you.\'\'""']"
